quantity tons,customer,status,product_ref
54.15113861692779,50,1,23
768.0248392021871,285,1,21
386.1279489091378,38,1,5
202.41106540948442,923,1,21
785.5262615733325,392,1,8
225.7906761086952,285,1,21
113.38712362882912,869,1,2
69.07185280276472,847,1,19
630.626916703973,285,1,21
113.99566554105122,869,1,2
27.51254472149914,131,1,9
32.235316882857816,265,1,5
35.31033249144824,779,1,2
75.12439365809148,33,1,2
20.807113540053553,386,1,2
53.58103351183591,779,1,2
71.36697792296046,33,1,2
471.8381803644672,285,1,21
53.72974562380098,779,1,2
79.33399031081493,33,1,2
179.58279605441643,285,1,23
927.4307474656691,29,1,5
99.05919888593733,33,1,2
185.14965600875453,285,1,23
102.42177283938646,29,1,5
75.75766316788892,33,1,2
179.72451380426259,285,1,23
207.7767065098471,29,1,5
29.010936708548588,1096,1,24
92.71725550457465,285,1,23
44.77285680797337,29,1,5
52.65787989111035,102,1,9
59.90735531323888,285,1,23
540.7549110772959,29,1,5
56.831352901578725,102,1,9
49.70455549932232,185,1,2
181.91084180578903,29,1,5
26.5337162662466,102,1,9
132.88411415126876,820,1,8
126.77620143938321,29,1,5
27.743221159666682,102,1,9
30.89994963383139,820,1,8
371.6557121635011,29,1,5
62.574891876762464,549,1,2
37.877145587033944,820,1,8
204.2589524990358,29,1,5
43.48741555437051,549,1,2
425.0261828776135,820,1,8
901.3046242605724,29,1,5
835.3378491953196,820,1,8
122.9416813711564,29,1,5
97.39255354276051,820,1,8
129.2266376130563,29,1,5
89.96730488418297,820,1,8
141.6481853166934,29,1,5
58.37092511354621,50,1,5
161.47730459294777,982,1,2
73.83836315590375,285,1,9
220.36972057150712,982,1,2
105.08321985747801,285,1,9
27.21938570615383,923,1,5
42.26997020910155,285,1,9
55.05482785677203,180,1,14
33.50832824968528,1020,1,8
32.52224076553118,785,1,9
33.58488916070057,1020,1,8
21.965841853556256,396,1,8
25.546028624270363,1020,1,8
26.581637278716197,505,1,9
28.062207218836676,1020,1,8
31.461964817144487,505,1,9
31.63294372067053,1020,1,8
401.1999837775893,505,1,9
26.658500375727442,1020,1,8
401.9058265777087,505,1,9
33.30415818191365,1020,1,8
56.718246519706526,505,1,9
53.28991613936039,1020,1,8
23.63778659794246,1007,1,24
50.76453268798795,505,1,9
56.16267675151288,180,1,5
59.717520186115465,1020,1,8
201.42224789282682,197,1,5
28.276000117084905,505,1,9
31.760121032450474,194,1,5
57.88711040357781,1020,1,8
27.280709251526797,194,1,5
24.352180186013722,505,1,9
20.152395413685646,194,1,5
54.20273649319895,1020,1,8
552.5335395100342,131,1,21
31.73610895630694,505,1,9
275.1859960944483,131,1,21
57.92775205989969,1020,1,8
548.9132995053465,131,1,21
26.50570486144429,505,1,9
281.82492633350853,131,1,21
59.67309465454544,1020,1,8
34.11309656380412,785,1,9
28.372596077593016,505,1,9
34.73186013613299,785,1,9
59.32244459896722,1020,1,8
39.8873100144468,785,1,9
24.28642692918207,505,1,9
37.52855061118796,785,1,9
52.03771349940119,1020,1,8
34.63326389116349,169,1,19
24.739255283619567,505,1,9
29.251979009010086,169,1,19
56.731231582349764,1020,1,8
56.32327525972547,169,1,19
30.04477641816121,505,1,9
58.96373118116355,169,1,19
55.10642464686787,1020,1,8
27.17412377794547,169,1,19
6.444309088366216,451,1,21
136.58976852784957,169,1,19
51.50096923478684,1020,1,8
92.60901909538447,169,1,19
5.638187272818635,451,1,21
26.800997415569512,169,1,19
50.15014511011001,1020,1,8
21.704168073690727,169,1,19
11.201329728758704,451,1,21
21.84283737084418,169,1,19
51.52226981665129,1020,1,8
42.55766436534559,169,1,19
8.718789221279204,451,0,21
25.779553162976107,169,1,19
33.67715067132247,1020,1,8
39.55351283270544,137,0,9
11.454558192374066,451,0,21
37.65552555122354,137,0,9
30.647096326826098,1020,1,8
220.76397672491862,131,1,5
10.291601738481194,451,0,21
52.082085647559786,367,1,21
30.48493327621746,1020,1,8
58.67320712081455,367,1,21
5.095396270495234,451,0,21
50.34937612267674,367,1,21
25.80461377142753,1020,1,8
59.87177478513766,367,1,21
7.189753355252145,451,0,21
55.882609558443136,367,1,21
56.89491151067332,1020,1,8
59.688228018152685,367,1,21
2908.9956312703616,33,1,2
56.209929605705696,367,1,21
58.934553401993455,1020,1,8
52.504241120340325,367,1,21
104.68056196997223,33,1,2
55.021781713673164,367,1,21
57.92538284505448,1020,1,8
56.09241432817913,367,1,21
208.63125625309112,8,1,23
58.10343788206403,367,1,21
54.416939680713924,1020,1,8
58.2019683625938,367,1,21
301.86995727915956,8,1,23
58.58287269825995,367,1,21
59.09793454340047,1020,1,8
50.996805978168624,367,1,21
53.12202113808151,367,1,21
56.57368451113609,1020,1,8
50.19031690486696,367,1,21
57.59645004041534,1020,1,14
52.361355409126986,367,1,21
59.82045286559398,1020,1,8
56.92307193075597,367,1,21
187.2073221308478,412,1,5
54.86034720413822,367,1,21
31.783319901230822,1020,1,8
55.73889181293219,367,1,21
26.713749882909674,1020,1,8
51.048370130063944,367,1,21
34.218890694718226,1020,1,8
53.059081392854615,367,1,21
34.80640276521231,1020,1,8
51.69345069635765,367,1,21
29.596393936797714,1020,1,8
50.81523185489594,367,1,21
32.88354817379523,1020,1,8
54.611666514507206,367,1,21
25.325700435351642,1020,1,8
58.59731032197548,367,1,21
26.95850884292128,1020,1,8
58.81350873777579,367,1,21
26.495790978685353,1020,1,8
54.44447800058284,367,1,21
28.332892379296595,1020,1,8
52.6753351402444,367,1,21
51.79014683923785,367,1,21
57.159192962128216,367,1,21
53.819649975548735,367,1,21
59.0058382494078,367,1,21
2.4221449865841933,310,1,23
53.272861708686456,367,1,21
4.013393728488522,310,1,23
56.83189459139918,367,1,21
1.4634250968965938,310,1,23
57.97892167560197,367,1,21
7.415995422787212,310,1,23
58.2706362447249,367,1,21
2.520323375948417,310,1,23
51.979016343055854,367,1,21
5.412470841224604,310,1,23
52.31263153504795,367,1,21
8.779059408168413,310,1,23
53.15501855438194,367,1,21
5.205572920244347,310,1,23
56.246159000138135,367,1,21
0.729806652626753,310,1,23
54.37954708763715,367,1,21
1.2740055446378,310,1,23
53.80147503805844,367,1,21
1324.529612928224,310,1,23
58.52085437567382,367,1,21
407.06601242702123,310,1,23
57.24966859181543,367,1,21
404.3161432643587,310,1,23
20.408904251611922,367,1,21
401.57199128624654,310,1,23
40.108116951923996,367,1,21
7.495053614818432,310,1,23
55.624154652094965,367,1,21
8.200548947788977,310,1,23
59.82479392787065,367,1,21
1.398818922171684,310,1,23
53.97034996300721,367,1,21
1.002215192961684,310,1,23
57.49929055057181,367,1,21
48.709837676876774,585,1,2
54.69420387631493,367,1,21
52.574802748266094,585,1,2
28.105146587711143,265,1,5
3.8519288010339046,585,1,2
31.806035902526133,265,1,5
4.968501119332654,585,1,2
27.19227013099917,265,1,5
9.327096153961957,585,1,2
34.210674431699246,265,1,5
6.809157620451973,585,1,2
25.472271385436564,265,1,5
0.750506772634521,585,1,2
81.07855009724956,276,1,8
10.278518791145807,585,1,2
183.77328477774142,403,1,8
3.3396462926153396,585,1,2
33.09247323758774,403,1,8
6.348029705502154,585,1,2
0.628615839118613,403,1,7
9.520398222502083,585,1,2
5.493598207632048,585,1,2
5.26088262719589,585,1,2
7.334452880230807,585,1,2
342.70408247051637,546,1,5
9.107060744928997,585,1,2
27.04560174718417,95,0,8
52.41764109094059,585,1,2
22.133409047906397,95,0,8
46.08785669987812,585,1,2
22.901064213275525,95,0,23
2.064492874246588,585,1,2
29.944710597438252,95,0,23
62.782260165954916,585,1,2
23.302753564584606,95,0,23
36.997659698877825,585,1,2
23.054320425157286,95,0,5
4.216065348495943,585,1,2
22.209345753918875,95,0,5
4.252751132911898,585,1,2
21.823038573706246,95,0,5
10.072487302863394,585,1,2
306.20359855848994,50,1,5
7.516513451923926,585,1,2
300.0871481816755,50,1,5
9.254594878160068,585,1,2
304.89446242176285,50,1,5
5.276484324998998,585,1,2
201.11913940194356,50,1,5
3.2941532790811903,585,1,2
208.4680886034203,50,1,5
3.072934149710405,585,1,2
21.520843342421156,648,0,7
7.749002893262963,585,1,2
21.110348047219073,648,0,7
8.77986739013633,585,1,2
23.79456521575629,648,0,7
4.655255377526137,585,1,2
28.50546446994318,648,0,7
8.243421730830605,585,1,2
10.662533711699668,585,1,2
8.953009304618776,585,1,2
2.7357991450235484,585,1,2
2.4407046758000592,585,1,2
9.6783664098558,585,1,2
8.12990346638581,585,1,2
384.11532246207105,280,0,2
3.938422491095618,585,1,2
376.18205465804266,280,0,2
104.39823777203333,585,1,2
57.362417872502625,798,1,7
9.290574175221503,585,1,2
406.20540952459885,419,0,21
5.204757234391423,585,1,2
59.20528912395733,419,0,21
24.381112632358725,1035,0,24
402.932677483958,419,0,21
21.93560760621744,673,1,28
108.85982063067583,419,0,21
100.79634324955387,419,0,21
102.63033493140743,419,0,21
101.81994350930967,419,0,21
302.5073488972904,419,0,21
358.0880458016951,419,0,21
57.72622098784741,419,0,21
52.85088728036274,419,0,21
200.65948532363467,419,0,21
201.89052321978727,419,0,21
68.8087749348012,417,1,2
103.28666210750922,419,0,21
69.20287969730137,417,1,2
54.65970981993968,419,0,21
63.52138332645988,417,1,2
53.85966873071944,419,0,21
66.16727505195126,417,1,2
101.00590713269938,419,0,21
69.40895705787844,417,1,2
201.75950062600353,419,0,21
64.96216501865783,417,1,2
52.980577943130086,419,0,21
65.58417300817237,417,1,2
150.59114923914967,419,0,21
62.84017490783681,417,1,2
52.996562437804855,419,0,21
70.93395140757329,417,1,2
153.74921434999058,419,0,21
112.32458446114398,1111,0,2
207.41631059166826,419,0,21
111.75048402282314,1111,0,2
401.1784861744288,419,0,21
110.51950377553949,1111,0,2
252.18101443613912,419,0,21
108.63533400127652,1111,0,2
257.60751014821614,419,0,21
113.47805097988673,1111,0,2
107.41078301042937,419,0,21
107.89237312472994,1111,0,2
156.72534483189355,419,0,21
104.9008178404385,1111,0,2
407.2960802200527,419,0,21
110.76590405659182,1111,0,2
251.69728727980836,419,0,21
113.6024792089594,1111,0,2
159.29106842904886,419,0,21
105.60263109172108,1111,0,2
55.69761936715672,419,0,21
109.15907137254976,1111,0,2
250.954465039944,419,0,21
108.0057572647505,1111,0,2
409.886195505348,419,0,21
223.1948592360149,276,1,8
253.8879206392777,419,0,21
22.490415422139126,528,1,2
257.20167042293275,419,0,21
12.256035757429762,421,1,7
152.1770400355701,419,0,21
16.345246153760847,421,1,7
254.97800812189297,419,0,21
13.331953501962172,421,1,7
350.68917907324595,419,0,21
7.822842061937239,421,1,7
55.70310493177652,798,0,7
8.25625110150568,421,1,7
10.414325529981125,421,1,7
8.266031101736186,421,1,7
309.5982324619827,655,1,9
13.697608044726241,421,1,7
